ROM Name;Description;Category;Year;Manufacturer;CHD name;Set;P/C;1g1r;exclusion notes
sdtennis;Super Doubles Tennis;Sports / Tennis;1983;Data East Corporation;;sdtennis;P;1;
supdrapo;Super Draw Poker;Uncategorized;1983;Stern;;supdrapo;P;1;
usg32;Super Duper Casino (California V3.2);Multiplay * Mature *;1987;U.S. Games;;usg32;P;0;Mature
earthinv;Super Earth Invasion;Shooter / Gallery;1980;bootleg;;invaders;C;0;Clone
sfchamp;Super Football Champ (JAPAN);Uncategorized;1995;Taito;;sfchamp;P;1;
sformula;Super Formula (Japan);Driving / Race;1989;V-System Co.;;tail2nos;C;0;Clone
superg;Super Galaxians;Shooter / Gallery;1979;hack;;galaxian;C;0;Clone
sgemf;Super Gem Fighter Mini Mix (USA 970904);Fighter / Versus;1997;Capcom;;sgemf;P;1;
sgemfa;Super Gem Fighter: Mini Mix (Asia 970904);Fighter / Versus;1997;Capcom;;sgemf;C;0;Clone
sgemfh;Super Gem Fighter: Mini Mix (Hispanic 970904);Fighter / Versus;1997;Capcom;;sgemf;C;0;Clone
suprglob;Super Glob;Platform / Run Jump;1983;Epos Corporation;;suprglob;P;1;
shangon;Super Hang-On;Driving / Race (chase view) Bike;1992;Sega;;shangon;P;1;
shangonb;Super Hang-On (bootleg);Driving / Race (chase view) Bike;1992;bootleg;;shangon;C;0;Clone
shimpacp;Super High Impact (prototype, rev 5.0 09-15-91);Uncategorized;1991;Midway;;shimpact;C;0;Clone
shimpact;Super High Impact (rev LA1 09-30-91);Uncategorized;1991;Midway;;shimpact;P;1;
sia2650;Super Invader Attack;Shooter / Gallery;1978;Zaccaria/Zelco;;sia2650;P;1;
superinv;Super Invaders;Shooter / Gallery;;bootleg;;invaders;C;0;Clone
sinvemag;Super Invaders (EMAG);Shooter / Gallery;;bootleg;;invaders;C;0;Clone
sinvzen;Super Invaders (Zenitone-Microsec);Shooter / Gallery;;Zenitone-Microsec Ltd;;invaders;C;0;Clone
suprleag;Super League;Uncategorized;;Sega;;suprleag;P;1;
suprloco;Super Locomotive;Misc.;1982;Sega;;suprloco;P;1;
sleague;Super Major League (US);Uncategorized;1995;Sega;;sleague;P;1;
marukin;Super Marukin-Ban;Tabletop / Mahjong * Mature *;1990;Yuga;;marukin;P;0;Mature
sgmast;Super Masters Golf;Uncategorized;;Sega;;sgmast;P;1;
suprmatk;Super Missile Attack;Shooter / Command;1981;Atari + Gencomp;;missile;C;0;Clone
smooncrs;Super Moon Cresta;Shooter / Gallery;;Gremlin;;mooncrst;C;0;Clone
suprmous;Super Mouse;Platform / Run Jump;1982;Taito Corporation;;funnymou;C;0;Clone
smbombr1;Super Muscle Bomber: The International Blowout (Japan 940808);Wrestling;1994;Capcom;;ringdest;C;0;Clone
smbomb;Super Muscle Bomber: The International Blowout (Japan 940831);Wrestling;1994;Capcom;;ringdest;C;0;Clone
superpac;Super Pac-Man;Maze;1982;Namco;;superpac;P;1;
superpcm;Super Pac-Man (Midway);Maze;1982;[Namco] (Bally Midway license);;superpac;C;0;Clone
spang;Super Pang (World);Shooter / Gallery;1990;Mitchell;;spang;P;1;
spiero;Super Pierrot (Japan);Maze;1987;Universal;;dorunrun;C;0;Clone
spbactnj;Super Pinball Action (Japan);Pinball * Mature *;1991;Tecmo;;spbactn;C;0;Mature
spbactn;Super Pinball Action (US);Pinball * Mature *;1991;Tecmo;;spbactn;P;0;Mature
spool3i;Super Pool III (I-Vics);Sports / Pool;1990;Data East Corporation (I-Vics license);;pcktgal;C;0;Clone
spool3;Super Pool III (World[Q]);Sports / Pool;1989;Data East Corporation;;pcktgal;C;0;Clone
spnchout;Super Punch-Out!!;Sports / Boxing;1984;Nintendo;;spnchout;P;1;
spnchotj;Super Punch-Out!! (Japan);Sports / Boxing;1984;Nintendo;;spnchout;C;0;Clone
spf2t;Super Puzzle Fighter 2 Turbo (USA 960620);Puzzle / Drop;1996;Capcom;;spf2t;P;1;
spf2xj;Super Puzzle Fighter 2 X (Japan 960531);Puzzle / Drop;1996;Capcom;;spf2t;C;0;Clone
superqix;Super Qix;Uncategorized;1987;Taito;;superqix;P;1;
sqixbl;Super Qix (bootleg);Puzzle / Outline;1987;bootleg;;superqix;C;0;Clone
srangerb;Super Ranger (bootleg);Uncategorized;1988;bootleg;;rranger;C;0;Clone
sranger;Super Ranger (v2.0);Uncategorized;1988;SunA;;rranger;C;0;Clone
srangerw;Super Ranger (WDK);Uncategorized;1988;SunA (WDK license);;rranger;C;0;Clone
srdarwnj;Super Real Darwin (Japan);Shooter / Flying Vertical;1987;Data East Corporation;;srdarwin;C;0;Clone
srdarwin;Super Real Darwin (World);Shooter / Flying Vertical;1987;Data East Corporation;;srdarwin;P;1;
srmp7;Super Real Mahjong P7 (Japan);Tabletop / Mahjong * Mature *;1997;Seta;;srmp7;P;0;Mature
srmp2;Super Real Mahjong Part 2 (Japan);Tabletop / Mahjong * Mature *;1987;Seta;;srmp2;P;0;Mature
srmp3;Super Real Mahjong Part 3 (Japan);Tabletop / Mahjong * Mature *;1988;Seta;;srmp3;P;0;Mature
srmp4;Super Real Mahjong PIV (Japan);Tabletop / Mahjong * Mature *;1993;Seta;;srmp4;P;0;Mature
srmp4o;Super Real Mahjong PIV (Japan, older set);Tabletop / Mahjong * Mature *;1993;Seta;;srmp4;C;0;Mature
suprridr;Super Rider;no_catver;1983;Venture Line (Taito Corporation license);;suprridr;P;1;
sshangha;Super Shanghai Dragon's Eye (Japan);Uncategorized * Mature *;1992;Hot-B.;;sshangha;P;0;Mature
sshanghb;Super Shanghai Dragon's Eye (World, bootleg);Puzzle / Match * Mature *;1992;bootleg;;sshangha;C;0;Mature
ssideki;Super Sidekicks / Tokuten Ou;Sports / Soccer;1992;SNK;;ssideki;P;1;
ssideki2;Super Sidekicks 2 - The World Championship / Tokuten Ou 2 - Real Fight Football;Sports / Soccer;1994;SNK;;ssideki2;P;1;
ssideki3;Super Sidekicks 3 - The Next Glory / Tokuten Ou 3 - eikoue no michi;Sports / Soccer;1995;SNK;;ssideki3;P;1;
sslam;Super Slam;Sports / Tennis;1993;Playmark;;sslam;P;1;
suprslam;Super Slams;Sports / Basketball;1995;Banpresto / Toei Animation;;suprslam;P;1;
ssi;Super Space Invaders '91 (World);Shooter / Gallery;1990;Taito Corporation Japan;;ssi;P;1;
macross;Super Spacefortress Macross - Chou-Jikuu Yousai Macross;Shooter / Flying Vertical;1992;Banpresto;;macross;P;1;
macross2;Super Spacefortress Macross II - Chou-Jikuu Yousai Macross II;Shooter / Flying Horizontal;1993;Banpresto;;macross2;P;1;
sspeedr;Super Speed Race;Driving / Race;1979;Midway;;sspeedr;P;1;
ssrj;Super Speed Race Junior (Japan);Driving / Race;1985;Taito Corporation;;ssrj;P;1;
ssprintf;Super Sprint (French);Driving / Race Track;1986;Atari Games;;ssprint;C;0;Clone
sspring1;Super Sprint (German, rev 1);Driving / Race Track;1986;Atari Games;;ssprint;C;0;Clone
ssprintg;Super Sprint (German, rev 2);Driving / Race Track;1986;Atari Games;;ssprint;C;0;Clone
ssprint1;Super Sprint (rev 1);Driving / Race Track;1986;Atari Games;;ssprint;C;0;Clone
ssprint3;Super Sprint (rev 3);Driving / Race Track;1986;Atari Games;;ssprint;C;0;Clone
ssprint;Super Sprint (rev 4);Driving / Race Track;1986;Atari Games;;ssprint;P;1;
ssprints;Super Sprint (Spanish);Driving / Race Track;1986;Atari Games;;ssprint;C;0;Clone
sstingry;Super Stingray;Shooter / Driving Vertical;1986;Alpha Denshi Co.;;sstingry;P;1;
ssf2ta;Super Street Fighter 2 Turbo (Asia 940223);Fighter / Versus;1994;Capcom;;ssf2;C;0;Clone
ssf2tur1;Super Street Fighter 2 Turbo (USA 940223);Fighter / Versus;1994;Capcom;;ssf2;C;0;Clone
ssf2tu;Super Street Fighter 2 Turbo (USA 940323);Fighter / Versus;1994;Capcom;;ssf2;C;1;
ssf2t;Super Street Fighter 2 Turbo (World 940223);Fighter / Versus;1994;Capcom;;ssf2;C;0;Clone
ssf2xj;Super Street Fighter 2 X: Grand Master Challenge (Japan 940223);Fighter / Versus;1994;Capcom;;ssf2;C;0;Clone
ssf2ar1;Super Street Fighter 2: The New Challengers (Asia 930914);Fighter / Versus;1993;Capcom;;ssf2;C;0;Clone
ssf2a;Super Street Fighter 2: The New Challengers (Asia 931005);Fighter / Versus;1993;Capcom;;ssf2;C;0;Clone
ssf2jr2;Super Street Fighter 2: The New Challengers (Japan 930910);Fighter / Versus;1993;Capcom;;ssf2;C;0;Clone
ssf2jr1;Super Street Fighter 2: The New Challengers (Japan 930911);Fighter / Versus;1993;Capcom;;ssf2;C;0;Clone
ssf2j;Super Street Fighter 2: The New Challengers (Japan 931005);Fighter / Versus;1993;Capcom;;ssf2;C;0;Clone
ssf2u;Super Street Fighter 2: The New Challengers (USA 930911);Fighter / Versus;1993;Capcom;;ssf2;C;1;
ssf2;Super Street Fighter 2: The New Challengers (World 930911);Fighter / Versus;1993;Capcom;;ssf2;P;0;US Clone Available
ssf2tbj;Super Street Fighter 2: The Tournament Battle (Japan 930910);Fighter / Versus;1993;Capcom;;ssf2;C;0;Clone
ssf2tb;Super Street Fighter 2: The Tournament Battle (World 931119);Fighter / Versus;1993;Capcom;;ssf2;C;0;Clone
sstrike;Super Strike Bowling;Uncategorized;1990;Strata/Incredible Technologies;;sstrike;P;1;
supertnk;Super Tank;Shooter / Field;1981;Video Games GmbH;;supertnk;P;1;
usg82;Super Ten V8.2;Multiplay;1988;U.S. Games;;usg83;C;0;Clone
usg83;Super Ten V8.3;Multiplay;1988;U.S. Games;;usg83;P;1;
usg83x;Super Ten V8.3X;Multiplay;1988;U.S. Games;;usg83;C;0;Clone
stoffy;Super Toffy;Maze / Digging * Mature *;1994;Midas (Unico license);;stoffy;P;0;Mature
suprtrio;Super Trio;no_catver;1994;Gameace;;suprtrio;P;1;
supertr2;Super Triv II;Quiz / English * Mature *;1986;Status Games;;supertr2;P;0;Mature
strvmstr;Super Trivia Master;Quiz / English;1986;Enerdyne Technologies Inc.;;strvmstr;P;0;Quiz
svf;Super Visual Football - European Sega Cup;Sports / Soccer;1994;Sega;;svf;P;0;US Clone Available
svs;Super Visual Soccer - Sega Cup (US);Sports / Soccer;1994;Sega;;svf;C;1;
svolly91;Super Volley '91 (Japan);Sports / Volleyball;1991;Video System Co.;;pspikes;C;0;Clone
svolley;Super Volleyball (Japan);Sports / Volleyball;1989;V-System Co.;;svolley;P;0;US Clone Available
svolleyk;Super Volleyball (Korea);Sports / Volleyball;1989;V-System Co.;;svolley;C;0;Clone
svolleyu;Super Volleyball (US);Sports / Volleyball;1989;V-System Co. (Data East license);;svolley;C;1;
swcourt;Super World Court (Japan);Sports / Tennis;1992;Namco;;swcourt;P;1;
sws92;Super World Stadium '92 (Japan);Sports / Baseball;1992;Namco;;sws92;P;1;
sws92g;Super World Stadium '92 Gekitouban (Japan);Sports / Baseball;1992;Namco;;sws92;C;0;Clone
sws93;Super World Stadium '93 (Japan);Sports / Baseball;1993;Namco;;sws93;P;1;
sws95;Super World Stadium '95 (Japan);Sports / Baseball;1995;Namco;;sws95;P;1;
sws96;Super World Stadium '96 (Japan);Sports / Baseball;1996;Namco;;sws96;P;1;
sws97;Super World Stadium '97 (Japan);Sports / Baseball;1997;Namco;;sws97;P;1;
sws99;Super World Stadium '99 (SS91-VER.A);Uncategorized;1999;Namco;;sws99;P;1;
sxevious;Super Xevious;Shooter / Flying Vertical;1984;Namco;;xevious;C;1;
szaxxon;Super Zaxxon;Shooter / Flying Diagonal;1982;Sega;;szaxxon;P;1;
superbik;Superbike;Shooter / Driving Horizontal;1983;Century Electronics;;superbik;P;1;
ssoldier;Superior Soldiers (US);Fighter / Versus;1993;Irem America;;ssoldier;P;1;
superman;Superman;Fighter / 2D;1988;Taito Corporation;;superman;P;1;
superxm;Super-X (Mitchell);Shooter / Flying Vertical;1994;Mitchell;;superx;C;0;Clone
superx;Super-X (NTC);Shooter / Flying Vertical;1994;NTC;;superx;P;1;
surpratk;Surprise Attack (Japan ver. M);Platform / Shooter Scrolling;1990;Konami;;surpratk;P;1;
survival;Survival;Uncategorized;1982;Rock-ola;;survival;P;1;
survarts;Survival Arts (USA);Fighter / Versus;1993;American Sammy;;survarts;P;1;
gogomilj;Susume! Mile Smile (Japan);Maze;1995;Fuuki;;gogomile;C;0;Clone
suzuk8hj;Suzuka 8 Hours (Japan);Driving / Race (chase view);1992;Namco;;suzuka8h;C;0;Clone
suzuka8h;Suzuka 8 Hours (World[Q]);Driving / Race (chase view);1992;Namco;;suzuka8h;P;1;
suzuk8h2;Suzuka 8 Hours 2 (Japan);Driving / Race (chase view);1993;Namco;;suzuk8h2;P;1;
swarm;Swarm;Shooter / Gallery;1979;hack;;galaxian;C;0;Clone
swat;SWAT;Shooter / Field;1984;Coreland / Sega;;swat;P;1;
swatpolc;SWAT Police;no_catver;2001;ESD;;swatpolc;P;1;
swimmer;Swimmer (set 1);Sports / Swimming;1982;Tehkan;;swimmer;P;1;
swimmera;Swimmer (set 2);Sports / Swimming;1982;Tehkan;;swimmer;C;0;Clone
swimmerb;Swimmer (set 3);Sports / Swimming;1982;Tehkan;;swimmer;C;0;Clone
mosyougi;Syougi No Tatsujin - Master of Syougi;Tabletop;1995;ADK / SNK;;mosyougi;P;0;Tabletop
ssozumo;Syusse Oozumou (Japan);Sports / Sumo;1984;Technos;;ssozumo;P;1;
syvalion;Syvalion (Japan);Shooter / Flying Horizontal;1988;Taito Corporation;;syvalion;P;1;
tnk3j;T.A.N.K. (Japan);Shooter / Driving Vertical;1985;SNK;;tnk3;C;0;Clone
tnk3;T.N.K. III (US);Shooter / Driving Vertical;1985;SNK;;tnk3;P;1;
tacscan;Tac-Scan;Shooter / Flying Vertical;1982;Sega;;tacscan;P;1;
tactcian;Tactician (set 1);Shooter / Gallery;1982;[Konami] (Sega license);;tactcian;P;1;
tactcan2;Tactician (set 2);Shooter / Gallery;1981;[Konami] (Sega license);;tactcian;C;0;Clone
tagteam;Tag Team Wrestling;Wrestling;1983;Technos (Data East license);;bigprowr;C;0;Clone
tail2nos;Tail to Nose - Great Championship;Driving / Race;1989;V-System Co.;;tail2nos;P;1;
tailg;Tailgunner;Shooter / Flying 1st Person;1979;Cinematronics;;tailg;P;1;
hotgmck;Taisen Hot Gimmick (Japan);Tabletop / Mahjong * Mature *;1997;Psikyo;;hotgmck;P;0;Mature
hotgmck3;Taisen Hot Gimmick 3 Digital Surfing (Japan);Tabletop / Mahjong * Mature *;1999;Psikyo;;hotgmck3;P;0;Mature
hgkairak;Taisen Hot Gimmick Kairakuten (Japan);Tabletop / Mahjong * Mature *;1998;Psikyo;;hgkairak;P;0;Mature
fromanc2;Taisen Idol-Mahjong Final Romance 2 (Japan);Tabletop / Mahjong * Mature *;1995;Video System Co.;;fromanc2;P;0;Mature
karatevs;Taisen Karate Dou (Japan VS version);Fighter / Versus;1984;Data East Corporation;;kchamp;C;0;Clone
fromanc4;Taisen Mahjong FinalRomance 4 (Japan);Tabletop / Mahjong * Mature *;1998;Video System Co.;;fromanc4;P;0;Mature
fromancr;Taisen Mahjong FinalRomance R (Japan);Tabletop / Mahjong * Mature *;1995;Video System Co.;;fromancr;P;0;Mature
puzldama;Taisen Puzzle-dama (ver JAA);Puzzle / Drop;1994;Konami;;puzldama;P;1;
hyhoo;Taisen Quiz HYHOO (Japan);Quiz / Japanese * Mature *;1987;Nichibutsu;;hyhoo;P;0;Mature
hyhoo2;Taisen Quiz HYHOO 2 (Japan);Quiz / Japanese * Mature *;1987;Nichibutsu;;hyhoo2;P;0;Mature
sassisu;Taisen Tanto-R Sashissu!!;Uncategorized;1996;Sega;;sassisu;P;1;
tokkae;Taisen Tokkae-dama (ver JAA);Puzzle;1996;Konami;;tokkae;P;1;
cupfinal;Taito Cup Finals (World);Sports / Soccer;1993;Taito Corporation Japan;;scfinals;C;0;Clone
pwrgoal;Taito Power Goal (World);Sports / Soccer;1994;Taito Corporation Japan;;pwrgoal;P;0;US Clone Available
tshingen;Takeda Shingen (Japan, Japanese);Fighter / Field;1988;Jaleco;;tshingen;P;0;US Clone Available
tangtang;Tang Tang (ver. 0526, 26-05-2000);no_catver;2000;ESD;;tangtang;P;1;
tankbatt;Tank Battalion;Maze / Shooter Small;1980;Namco;;tankbatt;P;1;
tankbust;Tank Busters;Maze / Shooter Large;1985;Valadon Automation;;tankbust;P;1;
tankfrcj;Tank Force (Japan);Maze / Shooter Small;1991;Namco;;tankfrce;C;0;Clone
tankfrce;Tank Force (US);Maze / Shooter Small;1991;Namco;;tankfrce;P;1;
tantr;Tant-R (Puzzle and Action) (Japan);Mini-Games;1992;Sega;;tantr;P;1;
tantrbl;Tant-R (Puzzle and Action) (Japan) (bootleg set 1);Mini-Games;1992;bootleg;;tantr;C;0;Clone
tantrbl2;Tant-R (Puzzle and Action) (Japan) (bootleg set 2);Mini-Games;1994;bootleg;;tantr;C;0;Clone
taotaido;Tao Taido (set 1);Fighter / Versus;1993;Video System Co.;;taotaido;P;1;
taotaida;Tao Taido (set 2);Fighter / Versus;1993;Video System Co.;;taotaido;C;0;Clone
tappera;Tapper (alternate);Misc.;1983;Bally Midway;;tapper;C;0;Clone
tapper;Tapper (Budweiser);Misc.;1983;Bally Midway;;tapper;P;1;
rbtapper;Tapper (Root Beer);Misc.;1984;Bally Midway;;tapper;C;0;Clone
sutapper;Tapper (Suntory);Misc.;1983;Bally Midway;;tapper;C;0;Clone
targ;Targ;Maze / Shooter Small;1980;Exidy;;targ;P;1;
targc;Targ (cocktail[Q]);Maze / Shooter Small;1980;Exidy;;targ;C;0;Clone
tgtball;Target Ball;Uncategorized * Mature *;;Yun Sung;;tgtball;P;0;Mature
targeth;Target Hits;Lightgun;1994;Gaelco;;targeth;P;0;Lightgun
tharrier;Task Force Harrier;Uncategorized;1989;UPL (American Sammy license);;tharrier;P;1;
tharierj;Task Force Harrier (Japan);Uncategorized;1989;UPL;;tharrier;C;0;Clone
joemac;Tatakae Genshizin Joe and Mac (Japan);Platform / Shooter Scrolling;1991;Data East Corporation;;cninja;C;0;Clone
trojanj;Tatakai no Banka (Japan);Platform / Fighter Scrolling;1986;Capcom;;trojan;C;0;Clone
tattassa;Tattoo Assassins (Asia Prototype);Fighter / Versus;1994;Data East Pinball;;tattass;C;0;Clone
tattass;Tattoo Assassins (US Prototype);Fighter / Versus;1994;Data East Pinball;;tattass;P;0;Prototype
taxidrvr;Taxi Driver;Maze / Driving;1984;Graphic Techno;;taxidrvr;P;1;
tazmania;Tazz-Mania (set 1);Shooter / Gallery;1982;Stern;;tazmania;P;1;
tazmani2;Tazz-Mania (set 2);Shooter / Gallery;1982;Stern;;tazmania;C;0;Clone
techromn;Tech Romancer (USA 980914);Uncategorized;1998;Capcom;;techromn;P;1;
tbowlj;Tecmo Bowl (Japan);Sports / Football Amer.;1987;Tecmo;;tbowl;C;0;Clone
tbowl;Tecmo Bowl (World[Q]);Sports / Football Amer.;1987;Tecmo;;tbowl;P;1;
tknight;Tecmo Knight;Platform / Fighter Scrolling;1989;Tecmo;;wildfang;C;0;Clone
mp_twc;Tecmo World Cup;no_catver;1993;Sega;;mp_twc;P;0;Console Port
wc90;Tecmo World Cup '90 (set 1);Sports / Soccer;1989;Tecmo;;wc90;P;1;
wc90a;Tecmo World Cup '90 (set 2);Sports / Soccer;1989;Tecmo;;wc90;C;0;Clone
wc90t;Tecmo World Cup '90 (trackball);Sports / Soccer;1989;Tecmo;;wc90;C;0;Clone
twcup98;Tecmo World Cup '98;Uncategorized;1998;Tecmo;;twcup98;P;1;
tws96;Tecmo World Soccer '96;Sports / Soccer;1996;Tecmo;;tws96;P;1;
teddybb;TeddyBoy Blues (New Ver.);Platform / Shooter;1985;Sega;;teddybb;P;1;
teddybbo;TeddyBoy Blues (Old Ver.);Platform / Shooter;1985;Sega;;teddybb;C;0;Clone
teedoff;Tee'd Off (Japan);Sports / Golf;1986;Tecmo;;teedoff;P;1;
tmht2p;Teenage Mutant Hero Turtles (UK 2 Players);Beat Em Up;1989;Konami;;tmnt;C;0;Clone
tmht;Teenage Mutant Hero Turtles (UK 4 Players);Beat Em Up;1989;Konami;;tmnt;C;0;Clone
tmnt2a;Teenage Mutant Ninja Turtles - Turtles in Time (Asia 4 Players ver. ADA);Beat Em Up;1991;Konami;;tmnt2;C;0;Clone
tmnt22p;Teenage Mutant Ninja Turtles - Turtles in Time (US 2 Players ver. UDA);Beat Em Up;1991;Konami;;tmnt2;C;1;
tmnt2;Teenage Mutant Ninja Turtles - Turtles in Time (US 4 Players ver. UAA);Beat Em Up;1991;Konami;;tmnt2;P;0;Player Select Clone Available
tmnt2pj;Teenage Mutant Ninja Turtles (Japan 2 Players);Beat Em Up;1990;Konami;;tmnt;C;0;Clone
tmntj;Teenage Mutant Ninja Turtles (Japan 4 Players);Beat Em Up;1990;Konami;;tmnt;C;0;Clone
tmnt2po;Teenage Mutant Ninja Turtles (Oceania 2 Players);Beat Em Up;1989;Konami;;tmnt;C;1;
tmntu;Teenage Mutant Ninja Turtles (US 4 Players);Beat Em Up;1989;Konami;;tmnt;C;0;Clone
tmnt;Teenage Mutant Ninja Turtles (World 4 Players);Beat Em Up;1989;Konami;;tmnt;P;0;Player Select Clone Available
teetert;Teeter Torture (prototype);no_catver;1982;Exidy;;teetert;P;0;Prototype
tehkanwc;Tehkan World Cup;Sports / Soccer;1985;Tehkan;;tehkanwc;P;1;
tekipaki;Teki Paki;Puzzle / Drop;1991;Toaplan;;tekipaki;P;1;
tekkenb;Tekken (TE1-VER.B);Fighter / Versus;1994;Namco;;tekken;C;0;Clone
tekkena;Tekken (TE2-VER.B);Fighter / Versus;1994;Namco;;tekken;C;0;Clone
tekken;Tekken (TE4-VER.C);Fighter / Versus;1994;Namco;;tekken;P;1;
tekken2b;Tekken 2 (TES2-VER.A);Fighter / Versus;1995;Namco;;tekken2;C;0;Clone
tekken2a;Tekken 2 Ver.B (TES2-VER.B);Fighter / Versus;1995;Namco;;tekken2;C;0;Clone
tekken2;Tekken 2 Ver.B (TES3-VER.B);Fighter / Versus;1995;Namco;;tekken2;P;1;
tekken3;Tekken 3 (TET1-VER.E);Fighter / Versus;1996;Namco;;tekken3;P;1;
tekkentt;Tekken Tag Tournament (TEG3-VER.B);Uncategorized;1999;Namco;;tekkentt;P;1;
teljan;Tel Jan;Tabletop / Mahjong * Mature *;1999;Electro Design;;teljan;P;0;Mature
telmahjn;Telephone Mahjong (Japan 890111);Tabletop / Mahjong * Mature *;1988;Nichibutsu;;telmahjn;P;0;Mature
tempest3;Tempest (rev [Q]);Shooter / Gallery;1980;Atari;;tempest;C;0;Clone
tempest1;Tempest (rev 1);Shooter / Gallery;1980;Atari;;tempest;C;0;Clone
tempest2;Tempest (rev 2);Shooter / Gallery;1980;Atari;;tempest;C;0;Clone
tempest;Tempest (rev 3);Shooter / Gallery;1980;Atari;;tempest;P;1;
temptube;Tempest Tubes;Shooter / Gallery;1980;hack;;tempest;C;0;Clone
dwj;Tenchi wo Kurau (Japan);Beat Em Up;1989;Capcom;;dw;C;0;Clone
wofj;Tenchi wo Kurau II - Sekiheki no Tatakai (Japan 921031);Beat Em Up;1992;Capcom;;wof;C;0;Clone
wofch;Tenchi wo Kurau II: Sekiheki no Tatakai (CPS Changer, Japan 921031);no_catver;1994;Capcom;;wofch;P;1;
tengai;Tengai - Sengoku Blade - Sengoku Ace Episode II;Shooter / Flying Horizontal;1996;Psikyo;;tengai;P;1;
term2la1;Terminator 2 - Judgment Day (rev LA1 11-01-91);Lightgun;1991;Midway;;term2;C;0;Lightgun
term2la2;Terminator 2 - Judgment Day (rev LA2 12-09-91);Lightgun;1991;Midway;;term2;C;0;Lightgun
term2;Terminator 2 - Judgment Day (rev LA3 03-27-92);Lightgun;1991;Midway;;term2;P;0;Lightgun
terracra;Terra Cresta (YM2203);Shooter / Flying Vertical;1985;Nichibutsu;;terracre;C;0;Clone
terracre;Terra Cresta (YM3526 set 1);Shooter / Flying Vertical;1985;Nichibutsu;;terracre;P;1;
terracrb;Terra Cresta (YM3526 set 2);Shooter / Flying Vertical;1985;Nichibutsu;;terracre;C;0;Clone
terraf;Terra Force;Shooter / Misc. Horizontal;1987;Nichibutsu;;terraf;P;1;
terrafu;Terra Force (US);Shooter / Misc. Horizontal;1987;Nichibutsu USA;;terraf;C;0;Clone
atetrisb;Tetris (bootleg);Puzzle / Drop;1988;bootleg;;atetris;C;0;Clone
atetcktl;Tetris (Cocktail set 1);Puzzle / Drop;1989;Atari Games;;atetris;C;0;Clone
atetckt2;Tetris (Cocktail set 2);Puzzle / Drop;1989;Atari Games;;atetris;C;0;Clone
